  2984 44.66805 11.58277 -9999    10	 4
  2985 44.65555 11.64305 -9999     6     4
  2986 44.66777 11.36166 -9999    18	 4
  2988 44.73972 11.42194 -9999    11	 4
  2989 44.71611 11.52500 -9999    12	 4
  2990 44.43333 11.69166 -9999    27 	 3
  2991 44.53111 11.59777 -9999    20	 4
  2993 44.53027 11.36638 -9999    42	 4
  2994 44.34722 11.36666 -9999   428	 3
  2995 44.26611 11.32388 -9999   790	 3
  2997 44.56555 11.71416 -9999    10	 4
  3000 44.34444 11.08750 -9999   704	 3
  3001 44.05333 10.90583   620 -9999	 3
  3004 44.22666 11.22361 -9999   485	-1
  3007 44.48444 11.28500 -9999    56	 3
  3008 44.40472 11.50444 -9999   350	 3
  3060 44.22861 11.25666 -9999   900	-1
  3061 44.49333 11.34527 -9999    51	-1
  3062 44.13388 10.89388 -9999   915	 3
  3064 44.60611 11.81611 -9999     7	-1
  3094 44.37361 11.24666 -9999   323	 3
  3095 44.47444 11.27750 -9999    61	-1
  3096 44.50666 11.08750    81    81	 3
  3097 44.36916 11.33888    17    17	-1
  3098 44.71611 11.29722 -9999    27	-1
  3099 44.92166 11.42694 -9999    17	-1
  3100 44.45194 11.44388 -9999    62	-1
  3101 44.47916 11.28361 -9999    54	 3
  3102 44.38166 11.59138 -9999    70	-1
  3103 44.29166 11.64166 -9999    71	-1
  3104 44.28722 11.11666   192   192	 3
  3105 44.30888 11.82444 -9999    41	-1
  3106 44.47500 11.27722 -9999    60	 3
  3107 44.57277 11.70861 -9999    17	-1
  3108 44.57277 11.70833 -9999    17	-1
  3109 44.57638 11.76666 -9999    15	-1
  3110 44.56777 11.76666 -9999    15	-1
  3111 44.57222 11.80111 -9999    12	-1
  3112 44.57222 11.80138 -9999    12	-1
  3113 44.57638 11.85361 -9999    15	-1	
  3114 44.57638 11.85388 -9999    15	-1
  3115 44.50555 11.33333 -9999    40	-1
  3116 44.75972 11.34500 -9999    26	-1
  3117 44.77083 11.36000 -9999    25	-1
  3118 44.77388 11.35222 -9999    20	-1
  3119 44.87222 11.42083 -9999    18	-1
  3120 44.72388 11.53694    21    21	-1
  3121 44.54333 11.35083 -9999    29	-1
  3122 44.54833 11.13305 -9999    52	-1
  3123 44.61638 11.23361 -9999    35	-1
  3124 44.48555 11.21972 -9999    74	-1
  3125 44.58111 11.22500 -9999    38	-1
  3126 44.56777 11.37333 -9999    28	-1
  3127 44.63888 11.47166 -9999    17	-1
  3128 44.50333 11.46944 -9999    40	-1
  3129 44.57194 11.59194 -9999    24	-1
  3130 44.56527 11.70055 -9999    18	-1
  3131 44.46027 11.73750 -9999    23	-1
