  3132 44.52777 11.76416 -9999    18	-1
  3133 44.43888 11.86527 -9999    21	-1
  3134 44.51472 11.88555 -9999    17	-1
  3135 44.37777 11.91944 -9999    24	-1
  3136 44.46111 11.96694 -9999    17	-1
  3137 44.50277 12.04722 -9999    12	-1
  3138 44.48555 11.42111 -9999    54	-1
  3139 44.55750 11.39527 -9999    42	-1
  3140 44.38611 11.80777 -9999    25	-1
  3141 44.60416 11.31361 -9999    35	-1
  3142 44.15277 10.97722 -9999   350	 3
  3143 44.34472 11.71222 -9999    41	 3
  3145 44.21972 11.22527 -9999   490	-1
  3146 44.35333 11.21333 -9999   115	-1
  3147 44.35305 11.21361 -9999   113	-1
  3148 44.61305 11.43111 -9999  9999	-1
  3149 44.67805 11.61833 -9999    18	-1
  3150 44.67777 11.61805 -9999    18	-1
  3151 44.59638 11.83750 -9999    15	-1
  3152 44.59666 11.83777 -9999    15	-1
  3153 44.57361 11.87472 -9999    15	-1
  3154 44.59222 11.81750 -9999     7	 4
  3155 44.53111 11.61527 -9999    14	 3
  3156 44.45277 11.72861 -9999    23	 3
  3157 44.45250 11.72861 -9999    23	-1
  3158 44.26611 11.29166 -9999   350	-1
  3159 44.26638 11.29166 -9999   350	-1
  3160 44.87527 11.40166 -9999     0	-1
  3161 44.68166 11.26222 -9999    23	-1
  3162 44.82333 11.28694 -9999     0	-1
  3163 44.73416 11.26972 -9999    24	-1
  3164 44.58055 11.18055 -9999    38	-1
  3165 44.54777 11.19472 -9999    38	 4
  3166 44.62638 11.41583 -9999     0	-1
  3228 44.48444 11.28500 -9999    56	-1
  3229 44.48444 11.28500 -9999    56	-1
  3230 44.48444 11.28500 -9999    56	-1
  3231 44.48444 11.28500 -9999    56	-1
  3765 44.22666 11.22361 -9999   485	 3
  3766 44.04583 10.93666 -9999 -9999	-1
  5303 44.47250 11.51305 -9999    35	 3
  5304 44.57500 11.86111 -9999    16	-1
  5305 44.92166 11.42694 -9999    17	-1
  5306 44.79944 11.38472 -9999    17	-1
  5307 44.56611 12.23611 -9999     6	-1
  5308 44.75555 11.36944 -9999    14	 4
  5309 44.27500 12.10416 -9999    14	 2
  5310 44.87527 11.40166 -9999     0	-1
  5311 44.68194 11.26250 -9999    23	-1
  5312 44.61611 11.23166 -9999    35	-1
  5313 44.82333 11.28694 -9999     0	-1
  5314 44.73361 11.26972 -9999    24	-1
  5315 44.58000 11.18055 -9999    37	-1
  5342 44.18194 10.96777 -9999   350	-1
  5343 44.37583 11.00861   718   718	 3
  5344 44.28444 11.11611 -9999   192	-1
  5345 44.10888 11.17472   840   844	 3
  5346 44.12194 11.38138   476   430	 3
  5347 44.21388 11.43361 -9999   550	 3
  5348 44.11611 11.54805 -9999   500	 3
  5349 43.40528 12.66111 -9999   582	-1
  5350 43.31000 12.82750 -9999   532	-1
  5351 43.25111 12.94611 -9999  9999	-1
  5352 43.38778 13.04389 -9999   625	-1
  5353 44.38243 11.24873 -9999    95	-1
  5354 43.49472 13.12694 -9999   139	-1
  5355 43.60488 13.33579 -9999    52	-1
  5356 44.24555 11.43361 -9999   750	 3
  5358 44.06194 12.53472 -9999    22	-1
  5359 43.97861 12.40500   296   296	 1
  5360 43.79055 12.13194 -9999   618	 1
  5361 44.35833 11.97500 -9999    16	 1
  5363 44.57500 11.86138 -9999    15	-1
  5364 44.92166 11.42694 -9999    17	-1
  5365 44.79916 11.38527 -9999    17	-1
  5366 44.56611 12.23611 -9999     6	-1
  5367 44.87527 11.40166 -9999     0	-1
  5368 44.68222 11.26277 -9999    23	-1
  5369 44.61638 11.23166 -9999    28	-1
  5370 44.59722 11.23194 -9999    28	-1
  5371 44.58027 11.18055 -9999    37	-1
  5372 44.56611 12.23638 -9999     6	-1
  5373 44.56611 12.23638 -9999     6	-1
  5374 44.56611 12.23638 -9999     6	-1
  5375 44.56611 12.23638 -9999     6	-1
  5376 44.56611 12.23638 -9999     6	-1
  5377 44.56611 12.23638 -9999     6	-1
  5378 44.56611 12.23638 -9999     6	-1
  5379 44.56611 12.23638 -9999     6	-1
  5384 44.48500 11.15222   100   100	 3
  5429 43.68750 12.13388   850   850	-1
  5432 44.29500 11.78388    50    50	-1
  5439 44.27472 11.58388    98    98	-1
  5440 44.24666 11.56861   496   496	 3
  5450 44.26111 11.03583   620   620	 3
  5451 44.31611 11.47805   175   175	 3
  5452 44.05694 11.39777   720   720	 3
  5454 44.13833 11.49888   870   870	 3
  5455 44.22277 11.65333   482   482	 3
  5458 44.22277 11.32527   834   834	 3
  5459 44.08055 11.03583   590   590	 3
  5524 44.45388 11.36527    92    92	 4
  5562 44.43466 11.13383   317   317	 3
  5563 44.21777 11.62222   170   170	-1
  5564 44.13277 11.03111   479   479	-1
  5582 44.45361 11.36500    92    92	-1
