  3720 44.83500 12.09694      0      0	-1
  3721 44.94388 12.11972      0      0	 4
  3722 44.93000 12.00833      0      0	 4
  3723 44.84861 11.72027      0      0	 4
  3724 44.98083 11.99888      0      0	 4
  3725 44.77777 11.92083      0      0	-1
  3726 44.64416 12.12194      0      0	 4
  3727 44.86888 11.85777      0      0	 4
  3728 44.93277 11.89694      0      0	 4
  3729 44.93194 11.87750      0      0	 4
  3730 44.81388 12.24888      0      0	 4
  3731 44.91472 11.49694      0      0	 4
  3732 44.89888 12.07583      0      0	 4
  3733 44.92388 12.18694      0      0	 4
  3734 44.88694 11.60388      0      0	 4
  3735 44.83888 11.92083      0      0	 4
  3736 44.82194 12.18083      0      0	-1
  3737 44.86388 12.13083      0      0	 4
  3738 44.86777 12.04472      0      0	 4
  3739 44.89611 11.45722      0      0	 4
  3740 44.90888 12.07388      0      0	 4
  3741 44.92000 12.22777      0      0	 4
  3742 44.83500 12.09694      0      0	-1
  3743 44.93000 12.00833      0      0	-1
  3744 44.77777 11.92083      0      0	-1
  3745 44.86888 11.85777      0      0	-1
  3746 44.93277 11.89694      0      0	-1
  3747 44.93277 11.89694      0      0	-1
  3748 44.81388 12.24888      0      0	-1
  3749 44.89888 12.07583      0      0	-1
  3750 44.92388 12.18694      0      0	-1
  3751 44.83888 11.92083      0      0	-1
  3752 44.82194 12.18083      0      0	-1
  3753 44.89611 11.45722      0      0	-1
  3754 44.89611 11.45722      0      0	-1
  3755 44.92000 12.22777      0      0	-1
