  3029 44.07250 11.87277 -9999   550	 1  FC
  3030 44.22333 11.74388 -9999     0	 3  RA
  3031 43.84694 12.03666 -9999   350	 1  FC
  3032 44.00277 11.66611 -9999   600	 1  FC
  3033 43.99444 11.94638 -9999   450	 1  FC
  3035 44.26250 11.99333 -9999   950	 2
  3036 44.21500 12.16972 -9999     0	 2
  3037 44.07833 11.61527 -9999   650	 1
  3038 44.15055 12.13694 -9999   185	 2  
  3039 44.19722 11.87500 -9999   450	 1  RA
  3040 44.13583 11.65388 -9999   710	 1
  3041 44.02916 11.80555 -9999     0	 1
  3042 44.03333 12.04444 -9999     0	 1
  3043 43.90444 11.90222 -9999   450	 1
  3044 44.13722 11.83666 -9999     0	 1
  3045 43.99722 12.16944 -9999   550	 1
  3046 43.94722 12.07861 -9999     0	 1
  3047 43.89444 12.19166 -9999   555	 1
  3048 44.08666 12.20777 -9999     0	 1
  3049 44.12916 11.51277 -9999   660	 3
  3050 43.92361 11.77555 -9999   350	 1
  3051 44.33055 12.03194 -9999    32	 2
  3052 44.29861 12.11111 -9999    50	 2
  3053 44.23194 12.23472 -9999   750	 2
  3054 44.03944 11.51833 -9999   150	 1
  3055 44.17055 11.94888 -9999  1150	 1
  3056 43.92361 11.95861 -9999   750	 1
  3057 44.29500 11.78388 -9999 -9999	-1
  3058 44.12027 12.02027 -9999   150	 1
  3092 44.20000 12.39611     2     2	-1
  3176 44.24194 11.88694 -9999     0	-1
  3182 44.32500 12.28055 -9999     0	-1
  3183 44.05138 12.17638 -9999     0	-1
  3184 44.11305 12.29555 -9999     0	-1
  3185 44.25972 12.26111 -9999     0	-1
  3187 44.14055 12.23611 -9999     0	-1
  3189 44.28722 11.89166 -9999     0	-1
  3190 44.22750 12.02694 -9999     0	-1
  3193 43.96416 12.19861 -9999   150	-1
  3194 44.46944 12.08333 -9999     0	-1
  3195 44.16111 11.79583 -9999   150	-1
  3196 44.40083 12.02361 -9999     0	-1
  3198 44.16472 12.01055 -9999     0	-1
  3200 44.35555 11.97222 -9999     0	-1
  3201 44.10583 11.98388 -9999   150	-1
  3202 43.89333 12.09611 -9999   250	-1
  3203 44.39388 12.27305 -9999     0	-1
  3204 44.30694 11.94305 -9999     0	-1
  3206 44.06111 11.84444 -9999   250	-1
  3207 44.20388 12.08750 -9999     0	-1
  3208 44.36888 12.17361 -9999     0	-1
  3209 44.09111 12.19944 -9999 -9999	-1
  3210 44.38916 12.16750 -9999     0	-1
  3212 43.94250 11.90611 -9999   250	-1
  3213 44.25833 12.21500 -9999     0	-1
  3214 44.24472 11.82083 -9999     0	-1
  3215 44.09305 12.39583 -9999     0	-1
  3216 44.30555 12.29583 -9999     0	-1
  3217 44.18500 11.70166 -9999   150	-1
  3219 44.09222 12.08583 -9999     0	-1
  5430 44.12222 12.06250   750   750	-1
  5431 44.09111 12.19944    50    50	-1
  5443 44.20000 12.39611     2     2	-1
  5444 44.20277 12.40444     1     1	-1
  5445 44.16027 12.43055    15    15	 2
  5446 44.18972 10.34777    10    10	 2
  5550 44.23333 12.39666     2     9	-1
