B15228,NH3 concentration (invented),ppb,200,200,205,255,0.00000000071,0.0
B15228,NH3 concentration (invented),ppb,201,200,205,0,0.00000000071,0.0
B15228,NH3 concentration (invented),ppb,201,200,205,255,0.00000000071,0.0
B15229,Concentration of primary particulate matter in aerosol (invented),ug/m**3,200,195,9,0,0.000000001,0.0
B15229,Concentration of primary particulate matter in aerosol (invented),ug/m**3,200,195,9,255,0.000000001,0.0
B15229,Concentration of primary particulate matter in aerosol (invented),ug/m**3,200,200,241,0,0.000000001,0.0
B15229,Concentration of primary particulate matter in aerosol (invented),ug/m**3,200,200,241,255,0.000000001,0.0
B15230,Concentration of sulfate in aerosol (invented),ug/m**3,200,195,9,0,0.000000001,0.0
B15230,Concentration of sulfate in aerosol (invented),ug/m**3,200,195,9,255,0.000000001,0.0
B15230,Concentration of sulfate in aerosol (invented),ug/m**3,200,200,241,0,0.000000001,0.0
B15230,Concentration of sulfate in aerosol (invented),ug/m**3,200,200,241,255,0.000000001,0.0
B15231,Concentration of nitrate in aerosol (invented),ug/m**3,200,195,9,0,0.000000001,0.0
B15231,Concentration of nitrate in aerosol (invented),ug/m**3,200,195,9,255,0.000000001,0.0
B15231,Concentration of nitrate in aerosol (invented),ug/m**3,200,200,241,0,0.000000001,0.0
B15231,Concentration of nitrate in aerosol (invented),ug/m**3,200,200,241,255,0.000000001,0.0
B15232,Concentration of ammonium in aerosol (invented),ug/m**3,200,195,9,0,0.000000001,0.0
B15232,Concentration of ammonium in aerosol (invented),ug/m**3,200,195,9,255,0.000000001,0.0
B15232,Concentration of ammonium in aerosol (invented),ug/m**3,200,200,241,0,0.000000001,0.0
B15232,Concentration of ammonium in aerosol (invented),ug/m**3,200,200,241,255,0.000000001,0.0
B15233,Concentration of anthrop. sec. org. in aerosol (invented),ug/m**3,200,195,9,0,0.000000001,0.0
B15233,Concentration of anthrop. sec. org. in aerosol (invented),ug/m**3,200,195,9,255,0.000000001,0.0
B15233,Concentration of anthrop. sec. org. in aerosol (invented),ug/m**3,200,200,241,0,0.000000001,0.0
B15233,Concentration of anthrop. sec. org. in aerosol (invented),ug/m**3,200,200,241,255,0.000000001,0.0
B15234,Concentration of biogenic sec. org. in aerosol (invented),ug/m**3,200,195,9,0,0.000000001,0.0
B15234,Concentration of biogenic sec. org. in aerosol (invented),ug/m**3,200,195,9,255,0.000000001,0.0
B15234,Concentration of biogenic sec. org. in aerosol (invented),ug/m**3,200,200,241,0,0.000000001,0.0
B15234,Concentration of biogenic sec. org. in aerosol (invented),ug/m**3,200,200,241,255,0.000000001,0.0
B15235,Concentration of ISOPA1 in PM10 (invented),ug/m**3,200,195,22,0,0.000000001,0.0
B15235,Concentration of ISOPA1 in PM10 (invented),ug/m**3,200,195,22,255,0.000000001,0.0
B20010,Cloud cover DWD,Percent,200,201,29,255,1.0,0.0
B20010,Cloud cover DWD,Percent,78,201,29,255,1.0,0.0
B20010,High cloud cover,Percent,255,2,75,255,1.0,0.0
B20010,High cloud cover ECMWF,Percent,98,128,188,255,1.0,0.0
B20010,Low cloud cover,Percent,255,2,73,255,1.0,0.0
